id,formula,description
39_Al2BiSe4,Al 2 Bi 1 Se 4,"Al 2 Bi 1 Se 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 12, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 17, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 83, PymatgenData std dev atomic mass of 75, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 16, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 20."
40_Al2CdS4,Al 2 Cd 1 S 4,"Al 2 Cd 1 S 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 50, PymatgenData mean row of 33, PymatgenData std dev row of 9, PymatgenData minimum group of 120, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 22, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 11, PymatgenData mean atomic mass of 42, PymatgenData std dev atomic mass of 38, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 16, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 26."
41_Al2CdSe4,Al 2 Cd 1 Se 4,"Al 2 Cd 1 Se 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 50, PymatgenData mean row of 39, PymatgenData std dev row of 8, PymatgenData minimum group of 120, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 22, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 11, PymatgenData mean atomic mass of 69, PymatgenData std dev atomic mass of 38, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 16, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 18."
42_Al2HgS4,Al 2 Hg 1 S 4,"Al 2 Hg 1 S 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 14, PymatgenData minimum group of 120, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 22, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 55, PymatgenData std dev atomic mass of 79, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 15, PymatgenData mean atomic radius of 11, PymatgenData std dev atomic radius of 24."
43_Al2HgSe4,Al 2 Hg 1 Se 4,"Al 2 Hg 1 Se 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 12, PymatgenData minimum group of 120, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 22, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 81, PymatgenData std dev atomic mass of 71, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 15, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 16."
44_Al2O3,Al 2 O 3,"Al 2 O 3 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 24, PymatgenData std dev row of 7, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 21, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 20, PymatgenData std dev atomic mass of 8, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 46."
45_Al2PbS4,Al 2 Pb 1 S 4,"Al 2 Pb 1 S 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 34, PymatgenData std dev row of 14, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 18, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 56, PymatgenData std dev atomic mass of 82, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 18, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 36."
46_Al2PbSe4,Al 2 Pb 1 Se 4,"Al 2 Pb 1 Se 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 40, PymatgenData std dev row of 12, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 18, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 82, PymatgenData std dev atomic mass of 74, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 18, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 29."
47_Al2SiO5,Al 2 Si 1 O 5,"Al 2 Si 1 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 24, PymatgenData std dev row of 7, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 18, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 20, PymatgenData std dev atomic mass of 8, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 40."
48_Al2ZnO4,Al 2 Zn 1 O 4,"Al 2 Zn 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 26, PymatgenData std dev row of 10, PymatgenData minimum group of 120, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 22, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 7, PymatgenData mean atomic mass of 26, PymatgenData std dev atomic mass of 22, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 14, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 45."
49_Al2ZnSe4,Al 2 Zn 1 Se 4,"Al 2 Zn 1 Se 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 40, PymatgenData mean row of 37, PymatgenData std dev row of 6, PymatgenData minimum group of 120, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 22, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 46, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 8, PymatgenData mean atomic mass of 62, PymatgenData std dev atomic mass of 30, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 14, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 10."
50_Al3NO3,Al 3 N 1 O 3,"Al 3 N 1 O 3 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 24, PymatgenData std dev row of 6, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 18, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 14, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 20, PymatgenData std dev atomic mass of 7, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 40."
51_Al4(B2O5)3,Al 4 B 6 O 15,"Al 4 B 6 O 15 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 22, PymatgenData std dev row of 5, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 20, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 17, PymatgenData std dev atomic mass of 7, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 32."
52_Al4Bi2O9,Al 4 Bi 2 O 9,"Al 4 Bi 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 28, PymatgenData std dev row of 18, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 17, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 45, PymatgenData std dev atomic mass of 87, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 16, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 53."
53_AlAg(PSe3)2,Al 1 Ag 1 P 2 Se 6,"Al 1 Ag 1 P 2 Se 6 has PymatgenData minimum row of 30, PymatgenData maximum row of 50, PymatgenData mean row of 38, PymatgenData std dev row of 8, PymatgenData minimum group of 110, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 21, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 21, PymatgenData std dev block of 39, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 11, PymatgenData mean atomic mass of 67, PymatgenData std dev atomic mass of 34, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 16, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 21."
54_AlAgSe2,Al 1 Ag 1 Se 2,"Al 1 Ag 1 Se 2 has PymatgenData minimum row of 30, PymatgenData maximum row of 50, PymatgenData mean row of 40, PymatgenData std dev row of 9, PymatgenData minimum group of 110, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 27, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 55, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 11, PymatgenData mean atomic mass of 73, PymatgenData std dev atomic mass of 37, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 16, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 23."
55_AlBO3,Al 1 B 1 O 3,"Al 1 B 1 O 3 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 22, PymatgenData std dev row of 5, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 20, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 17, PymatgenData std dev atomic mass of 7, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 34."
56_AlBPbO4,Al 1 B 1 Pb 1 O 4,"Al 1 B 1 Pb 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 27, PymatgenData std dev row of 18, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 17, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 44, PymatgenData std dev atomic mass of 85, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 18, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 55."
57_AlCuO2,Al 1 Cu 1 O 2,"Al 1 Cu 1 O 2 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 28, PymatgenData std dev row of 10, PymatgenData minimum group of 110, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 27, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 55, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 6, PymatgenData mean atomic mass of 31, PymatgenData std dev atomic mass of 25, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 14, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 44."
58_AlCuS2,Al 1 Cu 1 S 2,"Al 1 Cu 1 S 2 has PymatgenData minimum row of 30, PymatgenData maximum row of 40, PymatgenData mean row of 32, PymatgenData std dev row of 5, PymatgenData minimum group of 110, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 27, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 55, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 6, PymatgenData mean atomic mass of 39, PymatgenData std dev atomic mass of 18, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 14, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 19."
59_AlCuSe2,Al 1 Cu 1 Se 2,"Al 1 Cu 1 Se 2 has PymatgenData minimum row of 30, PymatgenData maximum row of 40, PymatgenData mean row of 38, PymatgenData std dev row of 5, PymatgenData minimum group of 110, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 27, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 55, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 8, PymatgenData mean atomic mass of 62, PymatgenData std dev atomic mass of 27, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 14, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 10."
60_AlPO4,Al 1 P 1 O 4,"Al 1 P 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 23, PymatgenData std dev row of 7, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 16, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 20, PymatgenData std dev atomic mass of 9, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 36."
61_AlSbO4,Al 1 Sb 1 O 4,"Al 1 Sb 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 50, PymatgenData mean row of 27, PymatgenData std dev row of 16, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 16, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 12, PymatgenData mean atomic mass of 35, PymatgenData std dev atomic mass of 55, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 14, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 51."
62_AlTl(MoO4)2,Al 1 Tl 1 Mo 2 O 8,"Al 1 Tl 1 Mo 2 O 8 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 29, PymatgenData std dev row of 20, PymatgenData minimum group of 60, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 51, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 52, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 46, PymatgenData std dev atomic mass of 78, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 19, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 63."
63_AlTlS2,Al 1 Tl 1 S 2,"Al 1 Tl 1 S 2 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 38, PymatgenData std dev row of 16, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 19, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 74, PymatgenData std dev atomic mass of 95, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 19, PymatgenData mean atomic radius of 13, PymatgenData std dev atomic radius of 47."
64_AlTlSe2,Al 1 Tl 1 Se 2,"Al 1 Tl 1 Se 2 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 42, PymatgenData std dev row of 14, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 19, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 27, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 97, PymatgenData std dev atomic mass of 83, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 19, PymatgenData mean atomic radius of 14, PymatgenData std dev atomic radius of 40."
65_AlTlSi3O8,Al 1 Tl 1 Si 3 O 8,"Al 1 Tl 1 Si 3 O 8 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 26, PymatgenData std dev row of 14, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 16, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 20, PymatgenData mean atomic mass of 34, PymatgenData std dev atomic mass of 66, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 19, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 52."
66_AlVO4,Al 1 V 1 O 4,"Al 1 V 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 25, PymatgenData std dev row of 11, PymatgenData minimum group of 50, PymatgenData maximum group of 16, PymatgenData mean group of 14, PymatgenData std dev group of 57, PymatgenData minimum block of 20, PymatgenData maximum block of 30, PymatgenData mean block of 22, PymatgenData std dev block of 53, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 5, PymatgenData mean atomic mass of 24, PymatgenData std dev atomic mass of 18, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 14, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 47."
67_As2O5,As 2 O 5,"As 2 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 26, PymatgenData std dev row of 14, PymatgenData minimum group of 150, PymatgenData maximum group of 16, PymatgenData mean group of 16, PymatgenData std dev group of 7, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 7, PymatgenData mean atomic mass of 33, PymatgenData std dev atomic mass of 42, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 39."
68_As2Pb2O5,As 2 Pb 2 O 5,"As 2 Pb 2 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 33, PymatgenData std dev row of 21, PymatgenData minimum group of 140, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 11, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 72, PymatgenData std dev atomic mass of 99, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 18, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 63."
69_As2Pb3O8,As 2 Pb 3 O 8,"As 2 Pb 3 O 8 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 32, PymatgenData std dev row of 23, PymatgenData minimum group of 140, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 11, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 69, PymatgenData std dev atomic mass of 106, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 18, PymatgenData mean atomic radius of 10, PymatgenData std dev atomic radius of 68."
70_As2PbO4,As 2 Pb 1 O 4,"As 2 Pb 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 60, PymatgenData mean row of 31, PymatgenData std dev row of 19, PymatgenData minimum group of 140, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 10, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 60, PymatgenData std dev atomic mass of 86, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 18, PymatgenData mean atomic radius of 9, PymatgenData std dev atomic radius of 57."
71_As2PbS4,As 2 Pb 1 S 4,"As 2 Pb 1 S 4 has PymatgenData minimum row of 30, PymatgenData maximum row of 60, PymatgenData mean row of 37, PymatgenData std dev row of 14, PymatgenData minimum group of 140, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 10, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 32, PymatgenData maximum atomic mass of 21, PymatgenData mean atomic mass of 69, PymatgenData std dev atomic mass of 78, PymatgenData minimum atomic radius of 100, PymatgenData maximum atomic radius of 18, PymatgenData mean atomic radius of 12, PymatgenData std dev atomic radius of 36."
72_As2SO6,As 2 S 1 O 6,"As 2 S 1 O 6 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 26, PymatgenData std dev row of 12, PymatgenData minimum group of 150, PymatgenData maximum group of 16, PymatgenData mean group of 16, PymatgenData std dev group of 6, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 7, PymatgenData mean atomic mass of 31, PymatgenData std dev atomic mass of 34, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 34."
73_As2Se3,As 2 Se 3,"As 2 Se 3 has PymatgenData minimum row of 40, PymatgenData maximum row of 40, PymatgenData mean row of 40, PymatgenData minimum group of 150, PymatgenData maximum group of 16, PymatgenData mean group of 16, PymatgenData std dev group of 7, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 75, PymatgenData maximum atomic mass of 8, PymatgenData mean atomic mass of 77, PymatgenData std dev atomic mass of 3, PymatgenData minimum atomic radius of 115, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 12."
74_AsPO5,As 1 P 1 O 5,"As 1 P 1 O 5 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 24, PymatgenData std dev row of 11, PymatgenData minimum group of 150, PymatgenData maximum group of 16, PymatgenData mean group of 16, PymatgenData std dev group of 7, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 16, PymatgenData maximum atomic mass of 7, PymatgenData mean atomic mass of 27, PymatgenData std dev atomic mass of 30, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 7, PymatgenData std dev atomic radius of 33."
75_B2O3,B 2 O 3,"B 2 O 3 has PymatgenData minimum row of 20, PymatgenData maximum row of 20, PymatgenData mean row of 20, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 21, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 2, PymatgenData mean atomic mass of 14, PymatgenData std dev atomic mass of 4, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 8, PymatgenData mean atomic radius of 7, PymatgenData std dev atomic radius of 18."
76_B2S2O9,B 2 S 2 O 9,"B 2 S 2 O 9 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 22, PymatgenData std dev row of 5, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 16, PymatgenData std dev group of 16, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 18, PymatgenData std dev atomic mass of 9, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 10, PymatgenData mean atomic radius of 7, PymatgenData std dev atomic radius of 23."
77_B6O,B 6 O 1,"B 6 O 1 has PymatgenData minimum row of 20, PymatgenData maximum row of 20, PymatgenData mean row of 20, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 13, PymatgenData std dev group of 21, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 2, PymatgenData mean atomic mass of 12, PymatgenData std dev atomic mass of 4, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 8, PymatgenData mean atomic radius of 8, PymatgenData std dev atomic radius of 18."
78_BAsO4,B 1 As 1 O 4,"B 1 As 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 40, PymatgenData mean row of 23, PymatgenData std dev row of 11, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 16, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 7, PymatgenData mean atomic mass of 25, PymatgenData std dev atomic mass of 32, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 12, PymatgenData mean atomic radius of 7, PymatgenData std dev atomic radius of 29."
79_BPO4,B 1 P 1 O 4,"B 1 P 1 O 4 has PymatgenData minimum row of 20, PymatgenData maximum row of 30, PymatgenData mean row of 22, PymatgenData std dev row of 5, PymatgenData minimum group of 130, PymatgenData maximum group of 16, PymatgenData mean group of 15, PymatgenData std dev group of 16, PymatgenData minimum block of 20, PymatgenData maximum block of 20, PymatgenData mean block of 20, PymatgenData minimum atomic mass of 11, PymatgenData maximum atomic mass of 3, PymatgenData mean atomic mass of 18, PymatgenData std dev atomic mass of 9, PymatgenData minimum atomic radius of 60, PymatgenData maximum atomic radius of 10, PymatgenData mean atomic radius of 7, PymatgenData std dev atomic radius of 23."
